0	1.695	
1.695	1.695	
3.39	1.695	
5.085	1.695	
6.78	1.695	
8.475	1.695	
10.17	1.695	
11.865	1.695	
13.56	1.695	
15.255	1.695	
0	3.39	
1.695	3.39	
3.39	3.39	
5.085	3.39	
6.78	3.39	
8.475	3.39	
10.17	3.39	
11.865	3.39	
13.56	3.39	
15.255	3.39	
0	5.085	
1.695	5.085	
3.39	5.085	
5.085	5.085	
6.78	5.085	
8.475	5.085	
10.17	5.085	
11.865	5.085	
13.56	5.085	
15.255	5.085	
0	6.78	
1.695	6.78	
3.39	6.78	
5.085	6.78	
6.78	6.78	
8.475	6.78	
10.17	6.78	
11.865	6.78	
13.56	6.78	
15.255	6.78	
0	8.475	
1.695	8.475	
3.39	8.475	
5.085	8.475	
6.78	8.475	
8.475	8.475	
10.17	8.475	
11.865	8.475	
13.56	8.475	
15.255	8.475	
0	10.17	
1.695	10.17	
3.39	10.17	
5.085	10.17	
6.78	10.17	
8.475	10.17	
10.17	10.17	
11.865	10.17	
13.56	10.17	
15.255	10.17	
0	11.865	
1.695	11.865	
3.39	11.865	
5.085	11.865	
6.78	11.865	
8.475	11.865	
10.17	11.865	
11.865	11.865	
13.56	11.865	
15.255	11.865	
0	13.56	
1.695	13.56	
3.39	13.56	
5.085	13.56	
6.78	13.56	
8.475	13.56	
10.17	13.56	
11.865	13.56	
13.56	13.56	
15.255	13.56	
0	15.255	
1.695	15.255	
3.39	15.255	
5.085	15.255	
6.78	15.255	
8.475	15.255	
10.17	15.255	
11.865	15.255	
13.56	15.255	
15.255	15.255	
0	16.95	
1.695	16.95	
3.39	16.95	
5.085	16.95	
6.78	16.95	
8.475	16.95	
10.17	16.95	
11.865	16.95	
13.56	16.95	
15.255	16.95	

0.000168851	1.69483	
1.69481	1.69582	
3.39024	1.69491	
5.08518	1.69523	
6.78008	1.69492	
8.47504	1.69559	
10.1699	1.69477	
11.8649	1.69492	
13.56	1.69508	
15.2558	1.69535	
0.000511346	3.39049	
1.69515	3.38969	
3.38935	3.38978	
5.08505	3.38981	
6.7802	3.39019	
8.47439	3.39006	
10.1701	3.3902	
11.8646	3.39004	
13.5595	3.38993	
15.2549	3.39014	
0.000172255	5.08514	
1.69452	5.0855	
3.38971	5.08467	
5.08476	5.08493	
6.77987	5.08505	
8.4747	5.0847	
10.1705	5.08525	
11.8652	5.08524	
13.5595	5.08498	
15.2549	5.08553	
0.000203976	6.77998	
1.69485	6.7801	
3.38947	6.78046	
5.08522	6.78047	
6.77939	6.78032	
8.47486	6.77983	
10.1704	6.77989	
11.8651	6.78	
13.5598	6.7804	
15.2552	6.77968	
16.9498	8.475	
1.69501	8.47561	
3.38965	8.47534	
5.08477	8.47496	
6.7801	8.4754	
8.47484	8.47485	
10.17	8.47543	
11.865	8.47461	
13.5598	8.47549	
15.2552	8.47446	
0.000354693	10.1703	
1.69494	10.1706	
3.3899	10.1697	
5.08567	10.1701	
6.77971	10.1699	
8.47435	10.1702	
10.1693	10.1698	
11.8649	10.1703	
13.5595	10.1699	
15.2551	10.1705	
0.000195702	11.8648	
1.69489	11.8654	
3.39032	11.865	
5.08481	11.865	
6.77956	11.865	
8.47512	11.8653	
10.1696	11.8652	
11.8651	11.8648	
13.5601	11.8649	
15.2547	11.8646	
0.000136285	13.5598	
1.69516	13.5603	
3.39047	13.5602	
5.0848	13.5599	
6.78013	13.5601	
