0,0.0204082,0.0408163,0.0612245,0.0816327,0.102041,0.122449,0.142857,0.163265,0.183673,0.204082,0.22449,0.244898,0.265306,0.285714,0.306122,0.326531,0.346939,0.367347,0.387755,0.408163,0.428571,0.44898,0.469388,0.489796,0.510204,0.530612,0.55102,0.571428,0.591837,0.612245,0.632653,0.653061,0.673469,0.693877,0.714286,0.734694,0.755102,0.77551,0.795918,0.816326,0.836734,0.857143,0.877551,0.897959,0.918367,0.938775,0.959183,0.979592,1,
0,0.0195757,0.038528,0.056753,0.0741991,0.0908402,0.106663,0.121662,0.135833,0.149175,0.161687,0.173368,0.184218,0.194238,0.203427,0.211785,0.219312,0.226008,0.231873,0.236907,0.241111,0.244483,0.247025,0.248736,0.249616,0.249664,0.248882,0.24727,0.244826,0.241551,0.237446,0.232509,0.226742,0.220143,0.212714,0.204454,0.195363,0.185441,0.174688,0.163104,0.15069,0.137444,0.123368,0.10846,0.0927222,0.0761531,0.058753,0.040522,0.02146,0,
0,0.0192645,0.0380109,0.0561097,0.0734832,0.0900863,0.105893,0.120888,0.135065,0.148418,0.160945,0.172644,0.183516,0.193559,0.202774,0.21116,0.218717,0.225445,0.231345,0.236416,0.240658,0.244071,0.246655,0.248411,0.249337,0.249435,0.248704,0.247144,0.244756,0.241538,0.237492,0.232617,0.226913,0.22038,0.213019,0.204828,0.195809,0.185961,0.175284,0.163779,0.151444,0.138281,0.124289,0.109468,0.0938178,0.0773392,0.0600318,0.0418955,0.0221467,0,
0,0.0190059,0.0375599,0.0555262,0.0728146,0.0893667,0.105146,0.120131,0.134308,0.147668,0.160209,0.171925,0.182817,0.192884,0.202124,0.210537,0.218125,0.224885,0.230819,0.235926,0.240207,0.24366,0.246287,0.248088,0.249061,0.249208,0.248528,0.247021,0.244688,0.241528,0.237541,0.232727,0.227086,0.220619,0.213325,0.205205,0.196257,0.186483,0.175882,0.164455,0.1522,0.139119,0.125211,0.110477,0.0949155,0.0785275,0.0613126,0.0428792,0.0226386,0,
0,0.0187805,0.0371554,0.0549897,0.0721866,0.0886795,0.104424,0.119391,0.133563,0.146928,0.159479,0.171211,0.182122,0.192211,0.201476,0.209918,0.217535,0.224327,0.230295,0.235439,0.239758,0.243252,0.245922,0.247767,0.248787,0.248983,0.248354,0.2469,0.244622,0.241519,0.237591,0.232839,0.227262,0.22086,0.213634,0.205583,0.196708,0.187007,0.176482,0.165133,0.152959,0.13996,0.126136,0.111488,0.0960153,0.0797178,0.0623997,0.0436687,0.0230334,0,
0,0.0185782,0.0367861,0.054491,0.0715936,0.0880218,0.103725,0.11867,0.132832,0.146198,0.158756,0.170502,0.181432,0.191542,0.200832,0.2093,0.216947,0.223772,0.229774,0.234954,0.239311,0.242846,0.245558,0.247448,0.248515,0.24876,0.248182,0.246781,0.244558,0.241512,0.237644,0.232953,0.22744,0.221104,0.213945,0.205964,0.19716,0.187534,0.177085,0.165813,0.153719,0.140803,0.127063,0.112502,0.0971171,0.0808122,0.0633416,0.044337,0.0233675,0,
0,0.0183935,0.0364443,0.0540236,0.071031,0.0873912,0.103049,0.117966,0.132115,0.145478,0.158042,0.1698,0.180746,0.190877,0.20019,0.208686,0.216362,0.223218,0.229255,0.234471,0.238866,0.242442,0.245197,0.247131,0.248245,0.248539,0.248012,0.246664,0.244496,0.241508,0.237699,0.233069,0.227619,0.221349,0.214258,0.206346,0.197615,0.188062,0.177689,0.166496,0.154482,0.141647,0.127992,0.113517,0.0981721,0.0818107,0.064175,0.0449208,0.0236594,0,
0,0.0182227,0.0361252,0.0535828,0.0704953,0.0867853,0.102394,0.11728,0.131412,0.144769,0.157337,0.169104,0.180065,0.190216,0.199553,0.208074,0.21578,0.222667,0.228738,0.23399,0.238424,0.24204,0.244837,0.246817,0.247977,0.24832,0.247844,0.246549,0.244437,0.241505,0.237756,0.233188,0.227801,0.221596,0.214573,0.206731,0.198071,0.188593,0.178296,0.16718,0.155246,0.142494,0.128924,0.11451,0.0991678,0.0827252,0.0649242,0.0454414,0.0239197,0,
0,0.0180631,0.0358251,0.0531649,0.0699834,0.086202,0.10176,0.116612,0.130724,0.144072,0.15664,0.168416,0.179391,0.18956,0.198919,0.207466,0.2152,0.222119,0.228223,0.233511,0.237984,0.24164,0.24448,0.246504,0.247712,0.248103,0.247678,0.246437,0.244379,0.241505,0.237815,0.233308,0.227985,0.221846,0.21489,0.207118,0.19853,0.189125,0.178904,0.167867,0.156013,0.143343,0.129845,0.115468,0.100104,0.0835681,0.0656059,0.0459123,0.0241552,0,
0,0.0179131,0.0355411,0.0527669,0.0694928,0.0856393,0.101144,0.11596,0.130049,0.143387,0.155953,0.167735,0.178722,0.188909,0.19829,0.206862,0.214624,0.221574,0.227711,0.233035,0.237546,0.241243,0.244125,0.246194,0.247448,0.247888,0.247514,0.246326,0.244323,0.241507,0.237876,0.23343,0.228171,0.222097,0.215209,0.207507,0.19899,0.18966,0.179515,0.168555,0.156782,0.144188,0.130746,0.116387,0.100985,0.0843494,0.066232,0.0463432,0.0243706,0,
0,0.017771,0.0352711,0.0523866,0.0690213,0.0850958,0.100546,0.115323,0.129388,0.142713,0.155276,0.167062,0.17806,0.188263,0.197664,0.206261,0.214051,0.221031,0.227202,0.232562,0.23711,0.240847,0.243772,0.245886,0.247187,0.247676,0.247353,0.246217,0.24427,0.241511,0.237939,0.233555,0.228359,0.222351,0.21553,0.207898,0.199453,0.190196,0.180127,0.169246,0.15755,0.145023,0.131623,0.117266,0.101815,0.0850775,0.0668115,0.0467406,0.0245693,0,
