0	4
0	7
0	8
0	12
0	13
0	23
0	24
0	27
0	31
0	32
0	38
0	91
0	93
0	94
0	95
0	97
0	99
1	0
1	4
1	6
1	10
1	12
1	28
1	29
1	30
1	31
1	37
1	92
1	96
1	98
1	99
2	0
2	2
2	3
2	5
2	7
2	11
2	29
2	37
2	39
2	92
2	95
3	1
3	4
3	6
3	11
3	30
3	31
3	38
3	47
3	96
3	99
4	1
4	6
4	11
4	27
4	28
4	30
4	35
4	36
4	37
4	48
5	2
5	5
5	7
5	10
5	12
5	13
5	29
5	30
5	32
5	35
5	37
5	49
5	50
6	0
6	1
6	2
6	5
6	7
6	10
6	14
6	31
6	35
6	51
7	4
7	5
7	8
7	9
7	14
7	32
7	34
7	35
7	48
7	49
7	50
7	57
8	3
8	4
8	7
8	9
8	10
8	11
8	12
8	13
8	30
8	32
8	33
8	50
8	56
9	1
9	2
9	3
9	7
9	10
9	13
9	15
9	31
9	50
9	56
10	1
10	14
10	16
10	29
10	30
10	31
10	43
10	46
10	48
10	51
10	57
10	58
11	2
11	13
11	16
11	21
11	31
11	43
11	47
11	50
11	57
11	58
11	59
11	62
11	63
11	64
12	12
12	14
12	15
12	17
12	22
12	31
12	34
12	42
12	43
12	46
12	51
12	52
12	55
12	56
12	60
12	61
13	12
13	15
13	16
13	17
13	22
13	32
13	33
13	44
13	47
13	49
13	51
13	54
13	60
13	62
14	11
14	15
14	18
14	23
14	25
14	32
14	43
14	48
14	50
14	51
14	53
14	59
14	60
15	10
15	18
15	20
15	23
15	24
15	30
15	31
15	32
15	44
15	45
15	46
15	47
15	50
15	52
15	54
15	60
16	19
16	21
16	22
16	23
16	24
16	30
16	33
16	44
16	46
17	21
17	25
17	28
17	30
17	43
18	24
18	26
18	29
18	43
19	21
19	25
19	28
19	29
19	43
20	15
20	21
20	22
20	24
20	26
20	28
20	41
20	42
20	44
21	16
21	18
21	19
21	20
21	23
21	27
21	28
21	39
21	40
22	17
22	22
22	23
22	28
22	29
22	37
22	38
23	21
23	30
23	37
24	18
24	19
24	20
24	29
24	31
24	36
25	16
25	17
25	18
25	31
25	37
26	18
26	29
26	31
26	38
26	40
27	18
27	30
27	38
27	41
28	30
28	37
28	40
29	24
29	29
29	31
29	32
29	33
29	38
29	39
30	25
30	26
30	28
30	31
30	34
30	35
30	38
30	43
30	45
30	46
31	10
31	12
31	13
31	14
31	15
31	25
31	26
31	27
31	30
31	34
31	36
31	37
31	42
31	44
31	45
32	11
32	16
32	20
32	22
32	23
32	24
32	38
32	40
32	43
33	17
33	19
33	21
33	24
33	39
33	41
33	42
33	50
33	52
34	18
34	20
34	21
34	41
34	42
34	43
34	44
34	50
34	51
35	18
35	21
35	41
35	49
36	19
36	22
36	41
36	48
36	49
36	50
36	51
37	20
37	42
37	43
37	44
37	47
37	52
37	58
38	40
38	41
38	44
38	47
38	57
38	61
38	62
39	45
39	46
39	47
39	58
39	61
40	48
40	49
40	57
40	60
40	61
41	47
41	56
41	59
42	47
42	57
42	59
42	77
43	44
43	48
43	56
43	58
43	60
43	77
44	45
44	47
44	51
44	55
44	56
44	59
44	77
45	45
45	46
45	47
45	48
45	49
45	50
45	51
45	52
45	53
45	54
45	55
45	78
46	45
46	46
46	47
46	48
46	49
