0	1	0.999922	1
1	1	0.999844	1
2	1	0.999766	1
3	1	0.999689	1
4	1	0.999611	1
5	1	0.999533	1
6	1	0.999456	1
7	1	0.999379	1
8	1	0.999301	1
9	1	0.999224	1
10	1	0.999147	1
11	1	0.99907	1
12	1	0.998992	1
13	1	0.998915	1
14	1	0.998838	1
15	1	0.998762	1
16	1	0.998685	1
17	1	0.998608	1
18	1	0.998531	1
19	1	0.998455	1
20	1	0.998378	1
21	1	0.998302	1
22	1	0.998225	1
23	1	0.998149	1
24	1	0.998073	1
25	1	0.997996	1
26	1	0.99792	1
27	1	0.997844	1
28	1	0.997768	1
29	1	0.997692	1
30	1	0.997616	1
31	1	0.99754	1
32	1	0.997465	1
33	1	0.997389	1
34	1	0.997313	1
35	1	0.997238	1
36	1	0.997162	1
37	1	0.997087	1
38	1	0.997012	1
39	1	0.996936	1
40	1	0.996861	1
41	1	0.996786	1
42	1	0.996711	1
43	1	0.996636	1
44	1	0.996561	1
45	1	0.996486	1
46	1	0.996411	1
47	1	0.996336	1
48	1	0.996261	1
49	1	0.996187	1
50	1	0.996112	1
51	1	0.996038	1
52	1	0.995963	1
53	1	0.995889	1
54	1	0.995814	1
55	1	0.99574	1
56	1	0.995666	1
57	1	0.995592	1
58	1	0.995518	1
59	1	0.995444	1
60	1	0.99537	1
61	1	0.995296	1
62	1	0.995222	1
63	1	0.995148	1
64	1	0.995074	1
65	1	0.995001	1
66	1	0.994927	1
67	1	0.994853	1
68	1	0.99478	1
69	1	0.994706	1
70	1	0.994633	1
71	1	0.99456	1
72	1	0.994486	1
73	1	0.994413	1
74	1	0.99434	1
75	1	0.994267	1
76	1	0.994194	1
77	1	0.994121	1
78	1	0.994048	1
79	1	0.993975	1
80	1	0.993903	1
81	1	0.99383	1
82	1	0.993757	1
83	1	0.993684	1
84	1	0.993612	1
85	1	0.993539	1
86	1	0.993467	1
87	1	0.993395	1
88	1	0.993322	1
89	1	0.99325	1
90	1	0.993178	1
91	1	0.993106	1
92	1	0.993034	1
93	1	0.992962	1
94	1	0.99289	1
95	1	0.992818	1
96	1	0.992746	1
97	1	0.992674	1
98	1	0.992602	1
99	1	0.992531	1
100	1	0.992459	1
101	1	0.992387	1
102	1	0.992316	1
103	1	0.992244	1
104	1	0.992173	1
105	1	0.992102	1
106	1	0.99203	1
107	1	0.991959	1
108	1	0.991888	1
109	1	0.991817	1
110	1	0.991746	1
111	1	0.991675	1
112	1	0.991604	1
113	1	0.991533	1
114	1	0.991462	1
115	1	0.991391	1
116	1	0.99132	1
117	1	0.991249	1
118	1	0.991179	1
119	1	0.991108	1
120	1	0.991038	1
121	1	0.990967	1
122	1	0.990897	1
123	1	0.990826	1
124	1	0.990756	1
125	1	0.990686	1
126	1	0.990616	1
127	1	0.990545	1
128	1	0.990475	1
129	1	0.990405	1
130	1	0.990335	1
131	1	0.990265	1
132	1	0.990195	1
133	1	0.990126	1
134	1	0.990056	1
135	1	0.989986	1
136	1	0.989916	1
137	1	0.989847	1
138	1	0.989777	1
139	1	0.989708	1
140	1	0.989638	1
141	1	0.989569	1
142	1	0.989499	1
143	1	0.98943	1
144	1	0.989361	1
145	1	0.989291	1
146	1	0.989222	1
147	1	0.989153	1
148	1	0.989084	1
149	1	0.989015	1
150	1	0.988946	1
151	1	0.988877	1
152	1	0.988808	1
153	1	0.988739	1
154	1	0.988671	1
155	1	0.988602	1
156	1	0.988533	1
157	1	0.988465	1
158	1	0.988396	1
159	1	0.988328	1
160	1	0.988259	1
161	1	0.988191	1
162	1	0.988122	1
163	1	0.988054	1
164	1	0.987986	1
165	1	0.987918	1
166	1	0.987849	1
167	1	0.987781	1
168	1	0.987713	1
169	1	0.987645	1
170	1	0.987577	1
171	1	0.987509	1
172	1	0.987441	1
173	1	0.987374	1
174	1	0.987306	1
175	1	0.987238	1
176	1	0.98717	1
177	1	0.987103	1
178	1	0.987035	1
179	1	0.986968	1
180	1	0.9869	1
181	1	0.986833	1
182	1	0.986765	1
183	1	0.986698	1
184	1	0.986631	1
185	1	0.986563	1
186	1	0.986496	1
