0.05	0
0.1	0
0.15	0
0.2	0
0.25	0
0.3	0
0.35	0
0.4	0
0.45	0
0.5	0
0.55	0
0.6	0
0.65	0
0.7	0
0.75	0
0.8	0
0.85	0
0.9	0
0.95	0
1	0.355556
1.05	2.28571
1.1	34.5859
1.15	1.62319
1.2	0.740741
1.25	0.426667
1.3	0.273504
1.35	0.790123
1.4	0.507937
1.45	0.980843
1.5	1.06667
1.55	0.917563
1.6	0.444444
1.65	2.26263
1.7	0.941176
1.75	1.72698
1.8	1.28395
1.85	1.44144
1.9	2.15205
1.95	2.2792
2	2.48889
2.05	1.82114
2.1	1.3545
2.15	2.72868
2.2	2.9899
2.25	2.13333
2.3	0.772947
2.35	1.0591
2.4	2
2.45	1.95918
2.5	1.95556
2.55	2.19608
2.6	2.05128
2.65	2.68344
2.7	2.79835
2.75	2.2303
2.8	1.39683
2.85	2.18324
2.9	1.65517
2.95	2.22976
3	1.48148
3.05	1.57377
3.1	1.77778
3.15	1.77778
3.2	2.25
3.25	1.85983
3.3	2.15488
3.35	2.44113
3.4	2.5098
3.45	2.57649
3.5	2.56508
3.55	2.97966
3.6	2.71605
3.65	2.92237
3.7	3.07508
3.75	3.24741
3.8	3.57895
3.85	2.26263
3.9	2.50712
3.95	2.52039
4	2.24444
4.05	2.17284
4.1	1.73442
4.15	2.44177
4.2	1.90476
4.25	1.79869
4.3	2.02584
4.35	1.92082
4.4	1.77778
4.45	2.5568
4.5	2.01481
4.55	2.03175
4.6	2.82126
4.65	2.63799
4.7	2.8747
4.75	2.73216
4.8	2.2963
4.85	2.82245
4.9	2.48526
4.95	2.74747
5	2.66667
5.05	2.53465
5.1	2.37037
5.15	2.7616
5.2	2.32479
5.25	2.4381
5.3	2.11321
5.35	2.22638
5.4	1.84362
5.45	2.05505
5.5	1.76162
5.55	2.06607
5.6	2.47619
5.65	2.23402
5.7	2.41715
5.75	1.9942
5.8	2.19157
5.85	2.67426
5.9	2.01883
5.95	2.22596
6	2.07407
6.05	2.29201
6.1	2.59381
6.15	2.63053
6.2	2.12186
6.25	2.048
6.3	2.05996
6.35	1.84777
6.4	1.91667
6.45	1.9845
6.5	2.07863
6.55	1.79135
6.6	2.61279
6.65	1.79114
6.7	2.28192
6.75	2.37037
6.8	2.28758
6.85	2.06326
6.9	2.55072
6.95	2.07194
7	2.15873
7.05	2.74862
7.1	2.07825
7.15	2.16317
7.2	2.33333
7.25	2.66054
7.3	2.19178
7.35	2.47921
7.4	1.83784
7.45	2.19538
7.5	1.96741
7.55	2.11921
7.6	2.12865
7.65	1.74292
7.7	2.22799
7.75	2.4086
7.8	2.13105
7.85	2.64968
7.9	1.85654
7.95	2.31447
8	1.91111
8.05	1.83299
8.1	2.57888
8.15	2.803
8.2	2.14634
8.25	2.24108
8.3	2.42035
8.35	2.75715
8.4	2.49735
8.45	2.24063
8.5	2.54118
8.55	2.92138
8.6	2.63566
8.65	2.08606
8.7	2.65645
8.75	2.28571
8.8	2.62626
8.85	2.41055
8.9	2.56679
8.95	2.36375
9	2.25185
9.05	1.9644
9.1	1.9243
9.15	1.97207
9.2	2.42512
9.25	2.1045
9.3	1.97849
9.35	2.01545
9.4	2.31678
9.45	2.09759
9.5	2.13333
9.55	2.56894
9.6	2.9537
9.65	2.73575
9.7	2.46506
9.75	2.12422
9.8	2.1678
9.85	2.21997
9.9	2.63075
9.95	2.32272
10	2.39111
