0	1.13	
1.13	1.13	
2.26	1.13	
3.39	1.13	
4.52	1.13	
5.65	1.13	
6.78	1.13	
7.91	1.13	
9.04	1.13	
10.17	1.13	
0	2.26	
1.13	2.26	
2.26	2.26	
3.39	2.26	
4.52	2.26	
5.65	2.26	
6.78	2.26	
7.91	2.26	
9.04	2.26	
10.17	2.26	
0	3.39	
1.13	3.39	
2.26	3.39	
3.39	3.39	
4.52	3.39	
5.65	3.39	
6.78	3.39	
7.91	3.39	
9.04	3.39	
10.17	3.39	
0	4.52	
1.13	4.52	
2.26	4.52	
3.39	4.52	
4.52	4.52	
5.65	4.52	
6.78	4.52	
7.91	4.52	
9.04	4.52	
10.17	4.52	
0	5.65	
1.13	5.65	
2.26	5.65	
3.39	5.65	
4.52	5.65	
5.65	5.65	
6.78	5.65	
7.91	5.65	
9.04	5.65	
10.17	5.65	
0	6.78	
1.13	6.78	
2.26	6.78	
3.39	6.78	
4.52	6.78	
5.65	6.78	
6.78	6.78	
7.91	6.78	
9.04	6.78	
10.17	6.78	
0	7.91	
1.13	7.91	
2.26	7.91	
3.39	7.91	
4.52	7.91	
5.65	7.91	
6.78	7.91	
7.91	7.91	
9.04	7.91	
10.17	7.91	
0	9.04	
1.13	9.04	
2.26	9.04	
3.39	9.04	
4.52	9.04	
5.65	9.04	
6.78	9.04	
7.91	9.04	
9.04	9.04	
10.17	9.04	
0	10.17	
1.13	10.17	
2.26	10.17	
3.39	10.17	
4.52	10.17	
5.65	10.17	
6.78	10.17	
7.91	10.17	
9.04	10.17	
10.17	10.17	
0	11.3	
1.13	11.3	
2.26	11.3	
3.39	11.3	
4.52	11.3	
5.65	11.3	
6.78	11.3	
7.91	11.3	
9.04	11.3	
10.17	11.3	

5.35652e-005	1.12995	
1.12994	1.13026	
2.26008	1.12997	
3.39006	1.13007	
4.52003	1.12998	
5.65001	1.13019	
6.77998	1.12993	
7.90998	1.12998	
9.04	1.13003	
10.1703	1.13011	
0.000161873	2.26015	
1.13005	2.2599	
2.25979	2.25993	
3.39001	2.25994	
4.52006	2.26006	
5.64981	2.26002	
6.78004	2.26006	
7.90988	2.26001	
9.03984	2.25998	
10.17	2.26004	
5.46418e-005	3.39004	
1.12985	3.39016	
2.25991	3.38989	
3.38992	3.38998	
4.51996	3.39002	
5.6499	3.3899	
6.78017	3.39008	
7.91005	3.39008	
9.03985	3.38999	
10.17	3.39017	
6.46729e-005	4.51999	
1.12995	4.52003	
2.25983	4.52014	
3.39007	4.52015	
4.51981	4.5201	
5.64996	4.51995	
6.78013	4.51997	
7.91003	4.52	
9.03992	4.52012	
10.17	4.5199	
11.2999	5.65	
1.13	5.65019	
2.25989	5.65011	
3.38993	5.64999	
4.52003	5.65013	
5.64995	5.64995	
6.77999	5.65014	
7.91	5.64988	
9.03994	5.65016	
10.1701	5.64983	
0.000112376	6.78008	
1.12998	6.78018	
2.25997	6.77991	
3.39021	6.78002	
4.51991	6.77998	
5.6498	6.78007	
6.77977	6.77995	
7.90995	6.78009	
9.03983	6.77997	
10.17	6.78016	
6.20605e-005	7.90993	
1.12997	7.91011	
2.2601	7.91	
3.38994	7.91001	
4.51986	7.91001	
5.65004	7.91011	
6.77989	7.91006	
7.91003	7.90995	
9.04004	7.90998	
10.1699	7.90987	
4.32669e-005	9.03993	
1.13005	9.04008	
2.26015	9.04006	
3.38994	9.03996	
4.52004	9.04003	
5.64997	9.03998	
6.77997	9.04	
7.90999	9.0399	
9.04008	9.04011	
10.1699	9.04001	
11.2999	10.17	
1.12989	10.1701	
2.25985	10.17	
3.3901	10.1702	
4.51989	10.17	
5.65006	10.17	
6.78005	10.17	
7.90994	10.1699	
9.04	10.17	
10.17	10.1699	
11.3	11.2999	
1.12997	5.95115e-005	
2.26007	11.2999	
3.38987	11.3	
4.52013	0.000164805	
5.64983	11.2998	
6.78017	0.000124278	
7.91002	2.67468e-005	
9.04014	8.16034e-005	
10.1698	0.000105628	

0.0880497	1.15257	
1.14722	1.19693	
2.26805	1.17415	
3.39588	1.18598	
4.52284	1.17264	
5.6511	1.18631	
6.77772	1.14774	
7.90757	1.13312	
9.03844	1.13804	
10.1559	1.16557	
0.0888899	2.27614	
1.1383	2.25442	
2.24052	2.25516	
3.39078	2.25704	
4.52526	2.26728	
5.63193	2.26405	
6.7822	2.26681	
7.89845	2.26161	
9.02101	2.25807	
10.0949	2.26622	
0.0740123	3.395	
1.11933	3.40481	
2.25014	3.38008	
3.38206	3.38811	
4.51544	3.39223	
5.64123	3.38068	
6.79629	3.39765	
7.91495	3.39737	
9.02309	3.38972	
10.0996	3.40581	
0.0871126	4.5196	
1.14764	4.5244	
2.24483	4.53393	
3.39499	4.53408	
4.50173	4.53033	
5.64553	4.5141	
6.79294	4.51778	
7.91297	4.51979	
9.03067	4.53265	
10.1273	4.51047	
11.1937	5.65016	
1.1566	5.6695	
2.25067	5.6606	
3.38259	5.64963	
4.52246	5.6624	
5.6454	5.64557	
6.77882	5.66257	
7.90985	5.63847	
9.0326	5.66526	
10.1302	5.63379	
0.0964174	6.78723	
1.1515	6.79873	
2.25852	6.77185	
3.40973	6.78214	
4.51132	6.779	
5.629	6.78653	
6.75675	6.77597	
7.90375	6.78762	
9.02103	6.77761	
10.1253	6.79421	
0.0792386	7.90312	
1.13186	7.92206	
2.2692	7.9099	
3.38404	7.91085	
4.50642	7.91137	
5.65266	7.92032	
6.76972	7.91535	
7.91268	7.90518	
9.04012	7.90873	
10.0916	7.89886	
0.0874404	9.03177	
1.15916	9.0475	
2.27486	9.04475	
3.38493	9.03609	
4.52344	9.04202	
5.64708	9.03671	
6.77687	9.03843	
7.90906	9.02662	
9.04493	9.04742	
10.1133	9.03759	
11.2091	10.1247	
1.16372	10.1584	
2.24772	10.1432	
3.39871	10.1697	
4.51062	10.1467	
5.65511	10.1264	
6.78446	10.1247	
7.90485	10.0925	
9.03944	10.1049	
10.1466	10.1125	
11.2113	11.1847	
1.17019	0.105267	
2.26852	11.2087	
3.37823	11.2019	
4.53138	0.108119	
5.63524	11.1705	
6.79584	0.10415	
7.91381	0.0697462	
9.05196	0.073187	
10.1277	0.0958397	

0.4615	1.31423	
1.30328	1.34085	
2.27274	1.40245	
3.39891	1.40694	
4.52386	1.37335	
5.65063	1.36873	
6.77973	1.33192	
7.90636	1.21288	
9.02168	1.21253	
9.92586	1.28152	
0.349582	2.28247	
1.22673	2.31994	
2.25845	2.29859	
3.38448	2.3147	
4.51222	2.29263	
5.64677	2.30281	
6.76681	2.27604	
7.89903	2.26544	
8.95613	2.26277	
9.81533	2.28785	
0.327107	3.39851	
1.22184	3.39562	
2.24767	3.38893	
3.38161	3.3937	
4.51131	3.39829	
5.65066	3.38591	
6.78549	3.39409	
7.90996	3.39294	
8.96982	3.39332	
9.82348	3.39259	
0.43249	4.52506	
1.29008	4.53469	
2.27037	4.52701	
3.37595	4.52363	
4.51592	4.53048	
5.64543	4.51177	
6.78487	4.52851	
7.9127	4.51685	
9.00173	4.53168	
9.88648	4.52028	
10.7551	5.65318	
1.32961	5.66759	
2.27917	5.6543	
3.38435	5.65822	
4.51506	5.65819	
5.64932	5.6492	
6.77812	5.65082	
7.90661	5.6483	
9.01053	5.6591	
9.9125	5.64197	
0.449636	6.77397	
1.30874	6.8041	
2.28066	6.78218	
3.39042	6.78112	
4.51912	6.78639	
5.62904	6.78481	
6.75884	6.78786	
7.88945	6.77501	
8.99555	6.78783	
9.8762	6.77132	
0.349899	7.90584	
1.23252	7.92748	
2.25991	7.90874	
3.38674	7.90941	
4.51342	7.91037	
5.64047	7.91426	
6.77953	7.90962	
7.90701	7.90604	
8.95148	7.91227	
9.83927	7.91354	
0.35772	9.01848	
1.29117	9.03393	
2.27703	9.02429	
3.3982	9.03639	
4.51836	9.02102	
5.64992	9.01138	
6.7771	8.99996	
7.91097	8.95605	
8.98408	8.96349	
9.88877	8.98577	
10.9666	9.93528	
1.39477	9.99275	
2.29905	10.0148	
3.38215	9.9625	
4.52452	9.96349	
5.65148	9.90317	
6.77936	9.89112	
7.91016	9.82667	
9.02525	9.8437	
10.0176	9.88179	
10.8098	10.9082	
1.37152	0.510264	
2.27107	10.9168	
3.3958	10.8415	
4.51791	0.52365	
5.64836	10.7623	
6.78214	0.477516	
7.92378	0.342518	
9.01564	0.344559	
10.0588	0.300162	

11.1704	1.17749	
1.68665	1.76325	
2.5771	1.07185	
3.42309	1.12018	
4.53586	1.71702	
5.65354	1.20047	
6.78872	1.78727	
7.86264	1.72432	
8.71251	1.67604	
10.1609	1.45384	
11.1917	2.41697	
1.70552	2.60411	
2.43485	2.76284	
3.3723	2.75522	
4.48789	2.78519	
5.66226	2.64169	
6.73885	2.67864	
7.75884	2.42017	
8.43021	2.38146	
10.2565	2.4232	
11.2152	3.4071	
1.707	3.43243	
2.44172	3.48697	
3.38184	3.49416	
4.50892	3.45564	
