0	-513.819
0.1	-489.589
0.2	63.3289
0.3	360.366
0.4	674.62
0.5	808.227
0.6	479.678
0.7	782.555
0.8	448.756
0.9	761.313
1	635.508
1.1	1340.5
1.2	997.907
1.3	1680.47
1.4	833.187
1.5	894.145
1.6	589.34
1.7	856.488
1.8	753.933
1.9	1628.88
2	769.29
2.1	590.716
2.2	1074.38
2.3	513.618
2.4	1008.63
2.5	555.302
2.6	756.668
2.7	717.586
2.8	1384.29
2.9	783.244
3	1138.96
3.1	1035.54
3.2	2554.83
3.3	1101
3.4	1498.18
3.5	1968.96
3.6	903.757
3.7	1124.76
3.8	709.342
3.9	697.003
4	1729.95
4.1	646.146
4.2	1423.48
4.3	684.82
4.4	1244.92
4.5	1319.4
4.6	1137.29
4.7	3499.94
4.8	1139.33
4.9	1877.8
5	2027.21
5.1	4343.62
5.2	1274.5
5.3	1046.81
5.4	1699.25
5.5	723.098
5.6	694.676
5.7	1332.6
5.8	1875.62
5.9	660.463
6	2229.22
6.1	904.268
6.2	2191.86
6.3	1994.22
6.4	927.927
6.5	504.241
6.6	1317.27
6.7	1285.21
6.8	3008.37
6.9	790.495
7	1004.32
7.1	771.934
7.2	834.771
7.3	1109
7.4	1859.75
7.5	811.407
7.6	830.991
7.7	724.893
7.8	1211.29
7.9	1377.61
8	992.122
8.1	1203.09
8.2	773.491
8.3	2158.56
8.4	5259.54
8.5	647.184
8.6	1402.61
8.7	1621.06
8.8	1100.21
8.9	1286.17
9	1363.69
9.1	847.581
9.2	2751.67
9.3	3378.24
9.4	935.361
9.5	761.67
9.6	2404.83
9.7	802.543
9.8	990.18
9.9	1272.67
10	834.25
10.1	1380.96
10.2	846.208
10.3	864.544
10.4	2503.52
10.5	814.379
10.6	1985.22
10.7	1420.05
10.8	3260.54
10.9	762.273
11	1253.16
11.1	1226.08
11.2	1196.97
11.3	1166.85
11.4	1075.41
11.5	1468.46
11.6	1085.51
11.7	983.51
11.8	999.231
11.9	595.955
12	1564.28
12.1	561.212
12.2	759.536
12.3	1003.99
12.4	778.956
12.5	1280.22
12.6	1505.53
12.7	932.341
12.8	1618.06
12.9	657.772
13	1530.04
13.1	1020.96
13.2	1220.58
13.3	758.398
13.4	1548.84
13.5	1296.41
13.6	2741.82
13.7	1445.96
13.8	1011.09
13.9	682.91
14	866.022
14.1	1380.8
14.2	852.759
14.3	1213.42
14.4	860.49
14.5	1697.89
14.6	925.006
14.7	1431.34
14.8	696.928
14.9	745.909
15	1422.91
15.1	827.216
15.2	882.009
15.3	683.12
15.4	753.065
15.5	1978.73
15.6	826.717
15.7	877.344
15.8	732.854
15.9	935.77
16	780.174
16.1	798.595
16.2	668.308
16.3	827.735
16.4	691.67
16.5	833.647
16.6	763.321
16.7	836.186
16.8	714.802
16.9	1006.42
17	707.788
17.1	1383.66
17.2	770.778
17.3	1840.65
17.4	1925.23
17.5	904.623
17.6	952.755
17.7	1353.98
17.8	1710.49
17.9	992.492
18	1291.27
18.1	707.94
18.2	767.33
18.3	1136.16
18.4	662.36
18.5	776.287
18.6	601.488
18.7	2142.43
18.8	1274.49
18.9	1010.78
19	717.087
19.1	2654.97
19.2	2566.84
19.3	763.874
19.4	1404.8
19.5	784.795
19.6	694.132
19.7	817.937
19.8	852.684
19.9	690.604
